"date","Apple","IBM","ITW","TESLA"
2013-01-29,16.366785,203.899994,64.139999,7.59
2013-01-30,16.315357,203.520004,63.560001,7.504
2013-01-31,16.2675,203.070007,62.830002,7.502
2013-02-01,16.200714,205.179993,62.900002,7.66
2013-02-04,15.797143,203.789993,61.790001,7.548
2013-02-05,16.351429,202.789993,62.84,7.626
2013-02-06,16.333929,201.020004,62.27,7.834
2013-02-07,16.722143,199.740005,62.07,7.896
2013-02-08,16.963572,201.679993,62.720001,7.848
2013-02-11,17.140358,200.160004,62.799999,7.684
2013-02-12,16.710714,200.039993,63.02,7.578
2013-02-13,16.678928,200.089996,63.549999,7.69
2013-02-14,16.663929,199.649994,63.700001,7.654
2013-02-15,16.434286,200.979996,63.25,7.408
2013-02-19,16.428215,200.320007,64.190002,7.856
2013-02-20,16.030357,199.309998,63.119999,7.708
2013-02-21,15.930715,198.330002,61.619999,7.032
2013-02-22,16.100357,201.089996,61.48,7.222
2013-02-25,15.814285,197.509995,59.77,6.876
2013-02-26,16.034643,199.139999,60.080002,6.886
2013-02-27,15.8775,202.330002,61.450001,7.02
2013-02-28,15.764286,200.830002,61.5,6.966
2013-03-01,15.373929,202.910004,61.599998,6.93
2013-03-04,15.001785,205.190002,61.540001,7.116
2013-03-05,15.397857,206.529999,62.299999,7.33
2013-03-06,15.202143,208.380005,62.610001,7.538
2013-03-07,15.377857,209.419998,62.169998,7.646
2013-03-08,15.418571,210.380005,62.439999,7.694
2013-03-11,15.638214,210.080002,62.490002,7.82
2013-03-12,15.301071,210.550003,61.259998,7.824
2013-03-13,15.298214,212.059998,61.32,7.796
2013-03-14,15.446428,215.800003,61.25,7.37
2013-03-15,15.845,214.919998,62.23,7.058
2013-03-18,16.275715,213.210007,62.32,7.03
2013-03-19,16.231785,213.440002,62.490002,7.016
2013-03-20,16.145714,215.059998,63.16,7.19
2013-03-21,16.168928,212.259995,62.540001,7.202
2013-03-22,16.496786,212.080002,62.259998,7.324
2013-03-25,16.556429,210.740005,61.439999,7.506
2013-03-26,16.469286,212.360001,61.009998,7.572
2013-03-27,16.145714,210.889999,60.619999,7.632
2013-03-28,15.809286,213.300003,60.939999,7.578
2013-04-01,15.318214,212.380005,60.880001,8.786
2013-04-02,15.349643,214.360001,60.860001,8.868
2013-04-03,15.428214,212.660004,61.099998,8.22
2013-04-04,15.275714,211.309998,61.720001,8.402
2013-04-05,15.114285,209.410004,61.57,8.274
2013-04-08,15.221786,209.320007,61.900002,8.366
2013-04-09,15.249286,209.220001,62.139999,8.1
2013-04-10,15.560357,212,62.580002,8.372
2013-04-11,15.511786,212.919998,63.549999,8.718
2013-04-12,15.35,211.380005,63.439999,8.75
2013-04-15,14.994643,209.259995,61.529999,8.66
2013-04-16,15.222857,212,62.759998,9.118
2013-04-17,14.385715,209.669998,61.040001,9.09
2013-04-18,14.001785,207.149994,60.5,9.394
2013-04-19,13.9475,190,60.5,9.566
2013-04-22,14.238214,187.830002,60.779999,10.038
2013-04-23,14.504642,191.610001,62.759998,10.202
2013-04-24,14.480714,191.710007,64.199997,10.086
2013-04-25,14.585,193.949997,65.18,10.4
2013-04-26,14.9,194.309998,64.379997,10.24
2013-04-29,15.361428,199.149994,64.830002,10.988
2013-04-30,15.813571,202.539993,64.559998,10.798
2013-05-01,15.688929,199.630005,63.869999,10.656
2013-05-02,15.911428,202.389999,64.519997,10.822
2013-05-03,16.070715,204.509995,65.709999,10.91
2013-05-06,16.453928,202.779999,65.75,11.9
2013-05-07,16.380714,203.630005,66.75,11.102
2013-05-08,16.565714,204.820007,67.739998,11.158
2013-05-09,16.313213,203.240005,68.150002,13.88
2013-05-10,16.1775,204.470001,68.300003,15.352
2013-05-13,16.240715,202.470001,68.290001,17.559999
2013-05-14,15.852143,203.210007,69.379997,16.648001
2013-05-15,15.316072,203.320007,70.18,16.968
2013-05-16,15.520715,204.690002,69.910004,18.450001
2013-05-17,15.473572,208.440002,70.779999,18.299999
2013-05-20,15.818929,207.600006,71,17.988001
2013-05-21,15.702143,208.649994,71.160004,17.518
2013-05-22,15.7625,206.990005,70.800003,17.448
2013-05-23,15.790714,206.160004,70.269997,18.546
2013-05-24,15.898214,205.720001,70.230003,19.416
2013-05-28,15.765715,207.779999,70.459999,22.066
2013-05-29,15.891071,207.919998,70.169998,20.926001
2013-05-30,16.127857,209.360001,70.559998,20.99
2013-05-31,16.061787,208.020004,70.129997,19.552
2013-06-03,16.097143,208.949997,70.93,18.518
2013-06-04,16.046785,206.190002,70.040001,18.968
2013-06-05,15.896786,202.740005,69.18,19.073999
2013-06-06,15.659286,203.800003,69.589996,19.469999
2013-06-07,15.778929,206.350006,70.699997,20.408001
2013-06-10,15.674643,205.020004,70.519997,20.01
2013-06-11,15.628572,203.979996,70.099998,18.893999
2013-06-12,15.435357,201.199997,69.400002,19.546
2013-06-13,15.57,203.770004,70.489998,19.636
2013-06-14,15.358929,202.199997,70.239998,20.059999
2013-06-17,15.428572,203.039993,70.669998,20.440001
2013-06-18,15.420357,204.869995,71.330002,20.677999
2013-06-19,15.107142,201.940002,70.419998,20.936001
2013-06-20,14.887143,197.350006,69.059998,20.129999
2013-06-21,14.767858,195.460007,68.43,19.91
2013-06-24,14.376429,193.539993,67.150002,20.298
2013-06-25,14.379642,194.979996,67.82,20.48
2013-06-26,14.216785,194.860001,68.349998,21.143999
2013-06-27,14.063571,195.649994,69.790001,21.85
2013-06-28,14.161786,191.110001,69.169998,21.472
2013-07-01,14.615,191.279999,69.550003,23.436001
2013-07-02,14.946072,191.5,69.169998,23.563999
2013-07-03,15.028571,193.25,68.769997,23.048
2013-07-05,14.907857,194.929993,69.970001,24.018
2013-07-08,14.823215,194.979996,70.739998,24.322001
2013-07-09,15.083928,191.300003,71.139999,24.690001
2013-07-10,15.026072,192.25,71.190002,24.454
2013-07-11,15.260357,192.800003,72.209999,25.122
2013-07-12,15.2325,192.070007,71.870003,25.98
2013-07-15,15.265715,194,72.050003,25.452
2013-07-16,15.364285,193.850006,71.459999,21.809999
2013-07-17,15.368215,194.550003,71.589996,24.049999
2013-07-18,15.42,197.990005,72.699997,23.806
2013-07-19,15.176785,193.539993,73.290001,23.936001
2013-07-22,15.225357,194.089996,73.669998,24.486
2013-07-23,14.963928,194.979996,71.599998,24.548
2013-07-24,15.7325,196.610001,71.410004,24.34
2013-07-25,15.660714,197.220001,72.260002,24.813999
2013-07-26,15.749643,197.350006,71.970001,25.878
2013-07-29,15.9925,196.210007,71.629997,26.924
2013-07-30,16.190001,196.009995,71.949997,26.348
2013-07-31,16.161785,195.039993,72.040001,26.856001
2013-08-01,16.309999,195.809998,73.690002,27.110001
2013-08-02,16.519285,195.160004,74.25,27.6
2013-08-05,16.766071,195.5,73.739998,28.936001
2013-08-06,16.616072,190.990005,73.470001,28.43
2013-08-07,16.606428,188.559998,73.540001,26.846001
2013-08-08,16.464643,187.929993,73.540001,30.695999
2013-08-09,16.230356,187.820007,73.300003,30.6
2013-08-12,16.691429,189.089996,73.519997,29.476
2013-08-13,17.484642,188.419998,73.970001,29.086
2013-08-14,17.803572,187.529999,73.57,27.872
2013-08-15,17.782499,185.789993,72.599998,27.934
2013-08-16,17.940357,185.339996,72.43,28.4
2013-08-19,18.133572,184.229996,72.160004,28.98
2013-08-20,17.895357,184.559998,72.349998,29.916
2013-08-21,17.941429,184.860001,72,29.572001
2013-08-22,17.962856,185.190002,72.879997,31.42
2013-08-23,17.893572,185.419998,73.279999,32.368
2013-08-26,17.963215,184.740005,72.989998,32.844002
2013-08-27,17.449642,182.740005,71.510002,33.402
2013-08-28,17.532143,182.160004,71.599998,33.290001
2013-08-29,17.560715,182.639999,71.760002,33.212002
2013-08-30,17.400715,182.270004,71.470001,33.799999
2013-09-03,17.449286,183.960007,71.489998,33.787998
2013-09-04,17.810358,183.130005,72.82,34.124001
2013-09-05,17.688213,184.149994,72.57,33.986
2013-09-06,17.793571,183.029999,72.879997,33.394001
2013-09-09,18.077499,184.979996,73.559998,32.139999
2013-09-10,17.665714,186.600006,74.43,33.273998
2013-09-11,16.703928,190.699997,74.32,32.703999
2013-09-12,16.881786,190.729996,73.940002,32.986
2013-09-13,16.603571,192.169998,74.370003,33.108002
2013-09-16,16.075714,193.149994,75.099998,33.316002
2013-09-17,16.261429,192.160004,75.489998,33.245998
2013-09-18,16.595715,194.419998,76.150002,33.243999
2013-09-19,16.867857,193.389999,76.330002,35.584
2013-09-20,16.693214,190.020004,76.489998,36.678001
2013-09-23,17.522858,190.990005,76.230003,36.222
2013-09-24,17.467857,189.970001,78,36.466
2013-09-25,17.1975,189.470001,77.239998,37.048
2013-09-26,17.365,190.220001,77.279999,37.728001
2013-09-27,17.241072,186.919998,76.730003,38.18
2013-09-30,17.026785,185.179993,76.269997,38.674
2013-10-01,17.427143,186.380005,76.410004,38.599998
2013-10-02,17.484285,184.960007,75.540001,36.189999
2013-10-03,17.264643,183.860001,74.910004,34.661999
2013-10-04,17.251072,184.100006,75.339996,36.195999
2013-10-07,17.419643,182.009995,74.889999,36.613998
2013-10-08,17.176428,178.720001,74.059998,34.945999
2013-10-09,17.378214,181.320007,74.230003,33.756001
2013-10-10,17.487143,184.770004,76.519997,34.585999
2013-10-11,17.600357,186.160004,76.93,35.740002
2013-10-14,17.715714,186.970001,77.25,35.944
2013-10-15,17.809999,184.660004,75.760002,36.787998
2013-10-16,17.896786,186.729996,75.900002,36.712002
2013-10-17,18.017857,174.830002,76.860001,36.560001
2013-10-18,18.174643,173.779999,77.419998,36.68
2013-10-21,18.620001,172.860001,77.559998,34.52
2013-10-22,18.566786,174.970001,78.040001,34.307999
2013-10-23,18.748571,175.770004,78.470001,32.900002
2013-10-24,18.996786,177.800003,78.510002,34.630001
2013-10-25,18.784286,176.850006,78.550003,33.931999
2013-10-28,18.924286,177.350006,78.449997,32.571999
2013-10-29,18.452858,182.119995,79.239998,32.894001
2013-10-30,18.746429,180.149994,78.459999,31.844
2013-10-31,18.667856,179.210007,78.790001,31.988001
2013-11-01,18.5725,179.229996,78.980003,32.433998
2013-11-04,18.8125,180.270004,79.220001,35.040001
2013-11-05,18.766071,177.850006,79.150002,35.362
2013-11-06,18.604286,179.190002,79.25,30.232
2013-11-07,18.303215,180,78.360001,27.954
2013-11-08,18.591429,179.990005,79.080002,27.59
2013-11-11,18.5375,182.880005,79.089996,28.940001
2013-11-12,18.571785,183.070007,78.830002,27.559999
2013-11-13,18.593929,183.550003,79.25,27.74
2013-11-14,18.862858,182.210007,79.550003,27.52
2013-11-15,18.749643,183.190002,79.650002,27.09
2013-11-18,18.522499,184.470001,79.449997,24.316
2013-11-19,18.555357,185.25,79.169998,25.218
2013-11-20,18.392857,185.190002,78.639999,24.222
2013-11-21,18.612143,184.130005,79.169998,24.42
2013-11-22,18.564285,181.300003,79.5,24.275999
2013-11-25,18.705,178.940002,79.239998,24.167999
2013-11-26,19.049999,177.309998,79.279999,24.1
2013-11-27,19.498571,178.970001,79.5,25.388
2013-11-29,19.859642,179.679993,79.580002,25.455999
2013-12-02,19.686787,177.479996,79.080002,24.834
2013-12-03,20.225714,176.080002,78.209999,28.940001
2013-12-04,20.178572,175.740005,78.120003,27.790001
2013-12-05,20.282143,176.080002,78.910004,28.096001
2013-12-06,20.000713,177.669998,80.489998,27.472
2013-12-09,20.229643,177.460007,79.839996,28.32
2013-12-10,20.198214,177.119995,79.860001,28.438
2013-12-11,20.048571,175.199997,78.699997,27.93
2013-12-12,20.019285,173.369995,78.43,29.493999
2013-12-13,19.801071,172.800003,78.949997,29.530001
2013-12-16,19.910715,177.850006,79.989998,29.587999
2013-12-17,19.821072,175.759995,79.959999,30.492001
2013-12-18,19.670357,178.699997,81.190002,29.596001
2013-12-19,19.445,180.220001,81.82,28.143999
2013-12-20,19.607857,180.020004,81.870003,28.648001
2013-12-23,20.360357,182.229996,82.699997,28.709999
2013-12-24,20.273928,183.220001,83.339996,30.282
2013-12-26,20.139286,185.350006,83.709999,31.1
2013-12-27,20.003214,185.080002,83.589996,30.224001
2013-12-30,19.804285,186.410004,83.440002,30.488001
2013-12-31,20.036428,187.570007,84.080002,30.086
2014-01-02,19.754642,185.529999,83.190002,30.02
2014-01-03,19.320715,186.639999,83.739998,29.912001
2014-01-06,19.426071,186,82.709999,29.4
2014-01-07,19.287144,189.710007,82.599998,29.872
2014-01-08,19.409286,187.970001,82.059998,30.256001
2014-01-09,19.161428,187.380005,82.080002,29.506001
2014-01-10,19.033571,187.259995,82.470001,29.143999
2014-01-13,19.133215,184.160004,81.110001,27.868
2014-01-14,19.513929,185.919998,82.230003,32.254002
2014-01-15,19.905714,187.740005,82.510002,32.826
2014-01-16,19.794643,188.759995,82.839996,34.194
2014-01-17,19.309643,190.089996,82.660004,34.001999
2014-01-21,19.609642,188.429993,83.029999,35.335999
2014-01-22,19.696785,182.25,82.870003,35.712002
2014-01-23,19.863571,182.729996,81.540001,36.299999
2014-01-24,19.502501,179.639999,79.209999,34.919998
2014-01-27,19.660715,177.899994,78.290001,33.924
2014-01-28,18.089285,176.850006,79.010002,35.675999
2014-01-29,17.883928,176.399994,78.32,35.046001
2014-01-30,17.849285,177.360001,79.290001,36.568001
2014-01-31,17.878571,176.679993,78.870003,36.282001
2014-02-03,17.911785,172.899994,76.779999,35.422001
2014-02-04,18.171072,172.839996,77.43,35.745998
2014-02-05,18.306786,174.240005,77.589996,34.883999
2014-02-06,18.303928,174.669998,78.120003,35.675999
2014-02-07,18.559999,177.25,79.68,37.306
2014-02-10,18.8925,177.139999,78.800003,39.312
2014-02-11,19.141428,179.699997,78.769997,39.324001
2014-02-12,19.139999,180.240005,78.790001,39.063999
2014-02-13,19.443928,181.839996,78.18,39.925999
2014-02-14,19.428215,183.690002,78.589996,39.646
2014-02-18,19.499643,183.190002,79.919998,40.740002
2014-02-19,19.191786,182.949997,79.410004,38.728001
2014-02-20,18.969643,184.259995,80.760002,41.993999
2014-02-21,18.758928,182.789993,81.480003,41.919998
2014-02-24,18.841072,183.449997,81.739998,43.529999
2014-02-25,18.645,183.229996,81.860001,49.599998
2014-02-26,18.476786,184.059998,82.449997,50.599998
2014-02-27,18.845358,185.270004,82.230003,50.507999
2014-02-28,18.794285,185.169998,82.5,48.962002
2014-03-03,18.848572,184.259995,81.839996,50.112
2014-03-04,18.972857,186.440002,82.580002,50.967999
2014-03-05,19.012857,187.139999,82.379997,50.532001
2014-03-06,18.955357,187.639999,82.370003,50.588001
2014-03-07,18.944286,187.679993,82.779999,49.242001
2014-03-10,18.961428,186.389999,82.269997,47.768002
2014-03-11,19.14607,186.759995,81.970001,46.882
2014-03-12,19.164642,186.220001,82.099998,48.298
2014-03-13,18.951786,183.899994,81.080002,47.557999
2014-03-14,18.738928,182.210007,80.290001,46.194
2014-03-17,18.812143,185.809998,81.779999,46.796001
2014-03-18,18.978571,186.809998,81.760002,48.007999
2014-03-19,18.973572,184.710007,80.669998,47.167999
2014-03-20,18.882143,187.899994,80.669998,46.981998
2014-03-21,19.031071,186.669998,80.760002,45.778
2014-03-24,19.256786,188.25,80.139999,44.034
2014-03-25,19.463928,195.039993,81.220001,44.088001
2014-03-26,19.277857,192.619995,80.669998,42.591999
2014-03-27,19.195,189.830002,79.839996,41.464001
2014-03-28,19.173571,190.449997,80.760002,42.473999
2014-03-31,19.169285,192.490005,81.330002,41.689999
2014-04-01,19.344643,194.5,82.199997,43.394001
2014-04-02,19.376785,193.550003,83.150002,46.057999
2014-04-03,19.2425,192.690002,83.620003,45.080002
2014-04-04,18.993572,191.770004,83.57,42.445999
2014-04-07,18.695356,194.520004,82.089996,41.504002
2014-04-08,18.694286,193.289993,82.260002,43.091999
2014-04-09,18.940001,196.639999,83.349998,43.386002
2014-04-10,18.695715,195.679993,81.980003,40.838001
2014-04-11,18.557501,195.190002,81.269997,40.756001
2014-04-14,18.631428,197.770004,81.639999,39.618
2014-04-15,18.498571,197.020004,82.160004,38.782001
2014-04-16,18.536072,196.399994,83.349998,39.821999
2014-04-17,18.747858,190.009995,84.209999,39.624001
2014-04-21,18.970358,192.270004,84.599998,40.875999
2014-04-22,18.989286,192.149994,85.110001,43.728001
2014-04-23,18.741072,191.729996,85.400002,41.598
2014-04-24,20.2775,190.220001,85.610001,41.571999
2014-04-25,20.426428,189.630005,84.470001,39.970001
2014-04-28,21.217501,193.139999,84.480003,39.702
2014-04-29,21.154642,195.110001,84.769997,41.383999
2014-04-30,21.074642,196.470001,85.230003,41.577999
2014-05-01,21.124287,193.529999,85.279999,41.546001
2014-05-02,21.163572,191.440002,85.43,42.181999
2014-05-05,21.462856,191.259995,85.550003,43.321999
2014-05-06,21.22893,190.029999,85.339996,41.456001
2014-05-07,21.154642,189.300003,86.120003,40.27
2014-05-08,20.999643,188.910004,86.120003,35.717999
2014-05-09,20.912144,190.080002,86.230003,36.452
2014-05-12,21.172501,192.570007,87.169998,36.933998
2014-05-13,21.205715,192.190002,86.900002,38.032001
2014-05-14,21.209642,188.720001,86.230003,38.124001
2014-05-15,21.029285,186.460007,85.959999,37.717999
2014-05-16,21.339643,187.059998,85.629997,38.312
2014-05-19,21.592501,187,86.059998,39.217999
2014-05-20,21.596786,184.889999,85.330002,39.060001
2014-05-21,21.653929,186.389999,85.709999,39.889999
2014-05-22,21.688213,185.679993,85.860001,40.976002
2014-05-23,21.933214,185.940002,86.400002,41.459999
2014-05-27,22.343929,184.779999,86.720001,42.312
2014-05-28,22.286072,183.080002,86.519997,42.048
2014-05-29,22.692142,183.759995,86.75,42.048
2014-05-30,22.607143,184.360001,86.550003,41.554001
2014-06-02,22.451786,185.690002,86.949997,40.939999
2014-06-03,22.769285,184.369995,86.830002,40.987999
2014-06-04,23.029285,184.509995,87.120003,40.798
2014-06-05,23.119642,185.979996,87.669998,41.380001
2014-06-06,23.056072,186.369995,88.489998,41.633999
2014-06-09,23.424999,186.220001,89.040001,41.062
2014-06-10,23.5625,184.289993,88.900002,40.459999
2014-06-11,23.465,182.25,88.690002,40.894001
2014-06-12,23.0725,181.220001,87.809998,40.703999
2014-06-13,22.82,182.559998,88.18,41.284
2014-06-16,23.049999,182.350006,87.589996,44.922001
2014-06-17,23.02,182.259995,87.970001,46.334
2014-06-18,23.045,183.600006,88.410004,45.424
2014-06-19,22.965,182.820007,88.879997,45.557999
2014-06-20,22.727501,181.550003,89.379997,45.917999
2014-06-23,22.7075,182.139999,88.699997,47.444
2014-06-24,22.57,180.880005,88.230003,46.5
2014-06-25,22.59,180.720001,88.620003,47.377998
2014-06-26,22.725,180.369995,87.949997,47.119999
2014-06-27,22.995001,181.710007,88.550003,47.812
2014-06-30,23.2325,181.270004,87.559998,48.012001
2014-07-01,23.379999,186.350006,87.370003,47.944
2014-07-02,23.370001,188.389999,87.209999,45.886002
2014-07-03,23.5075,188.529999,87.699997,45.849998
2014-07-07,23.9925,188.039993,87.440002,44.532001
2014-07-08,23.8375,187.220001,86.830002,43.813999
2014-07-09,23.8475,188.419998,86.739998,44.612
2014-07-10,23.76,187.699997,85.650002,43.891998
2014-07-11,23.805,188,85.900002,43.625999
2014-07-14,24.112499,189.860001,86.190002,45.34
2014-07-15,23.83,188.490005,86.32,43.916
2014-07-16,23.695,192.360001,86.290001,43.431999
2014-07-17,23.272499,192.490005,84.739998,43.080002
2014-07-18,23.6075,192.5,85.199997,44.004002
2014-07-21,23.485001,190.850006,85.519997,44.108002
2014-07-22,23.68,194.089996,85.779999,43.916
2014-07-23,24.297501,193.630005,85.580002,44.498001
2014-07-24,24.2575,195.240005,85.389999,44.708
2014-07-25,24.4175,194.399994,85.160004,44.714001
2014-07-28,24.754999,195.779999,84.75,44.964001
2014-07-29,24.594999,194.570007,83.5,45.001999
2014-07-30,24.5375,194,84.089996,45.784
2014-07-31,23.9,191.669998,82.370003,44.66
2014-08-01,24.032499,189.149994,82.059998,46.653999
2014-08-04,23.897499,189.639999,82.830002,47.703999
2014-08-05,23.780001,187.100006,82.720001,47.698002
2014-08-06,23.74,185.970001,82.779999,49.785999
2014-08-07,23.620001,184.300003,83.040001,50.478001
2014-08-08,23.684999,186.630005,84.599998,49.625999
2014-08-11,23.997499,187.470001,84.68,51.863998
2014-08-12,23.9925,187.339996,84.980003,51.992001
2014-08-13,24.309999,187.949997,86,52.062
2014-08-14,24.375,187.880005,86.730003,52.276001
2014-08-15,24.495001,187.380005,87.019997,52.402
2014-08-18,24.790001,189.360001,87.970001,51.987999
2014-08-19,25.1325,190.070007,88.480003,51.352001
2014-08-20,25.1425,190.100006,89.139999,51.141998
2014-08-21,25.145,191.229996,89.059998,50.868
2014-08-22,25.33,190.410004,88.5,51.355999
2014-08-25,25.385,191.160004,88.82,52.509998
2014-08-26,25.2225,192.990005,88.410004,52.348
2014-08-27,25.532499,192.25,88.480003,52.650002
2014-08-28,25.5625,192,88.029999,52.771999
2014-08-29,25.625,192.300003,88.209999,53.939999
2014-09-02,25.825001,191.559998,88.370003,56.824001
2014-09-03,24.735001,191.949997,88.120003,56.237999
2014-09-04,24.530001,190.679993,88.290001,57.208
2014-09-05,24.7425,191.199997,88.290001,55.478001
2014-09-08,24.59,190.139999,88,56.422001
2014-09-09,24.497499,189.990005,87.790001,55.695999
2014-09-10,25.25,191.539993,88.129997,56.220001
2014-09-11,25.3575,191.720001,88.559998,56.062
2014-09-12,25.415001,191.279999,88.260002,55.84
2014-09-15,25.407499,191.809998,88.300003,50.771999
2014-09-16,25.215,192.960007,88.699997,52.147999
2014-09-17,25.395,192.800003,88.629997,52.276001
2014-09-18,25.4475,193.75,88.93,52.764
2014-09-19,25.24,194,88.620003,51.863998
2014-09-22,25.264999,193.110001,87.779999,50.006001
2014-09-23,25.66,191.619995,86.730003,50.082001
2014-09-24,25.4375,192.309998,86.529999,50.428001
2014-09-25,24.467501,189.009995,84.959999,49.389999
2014-09-26,25.1875,190.059998,85.610001,49.32
2014-09-29,25.0275,189.639999,85.279999,49.051998
2014-09-30,25.1875,189.830002,84.419998,48.535999
2014-10-01,24.795,187.169998,83.110001,48.048
2014-10-02,24.975,186.910004,83.059998,50.284
2014-10-03,24.905001,188.669998,83.629997,51.042
2014-10-06,24.905001,189.039993,83.589996,52.124001
2014-10-07,24.6875,185.710007,81.720001,51.914001
2014-10-08,25.200001,189.360001,83.510002,51.855999
2014-10-09,25.254999,186.419998,81.68,51.402
2014-10-10,25.182501,185.929993,80.790001,47.382
2014-10-13,24.952499,183.520004,79.190002,44.917999
2014-10-14,24.6875,183.800003,80.529999,45.411999
2014-10-15,24.385,181.75,80.940002,45.939999
2014-10-16,24.065001,179.839996,83.07,45.27
2014-10-17,24.4175,182.050003,83.389999,45.495998
2014-10-20,24.940001,169.100006,83.410004,46.094002
2014-10-21,25.6175,163.229996,86.599998,47.068001
2014-10-22,25.747499,161.789993,86.089996,46.220001
2014-10-23,26.2075,162.179993,87.339996,47.057999
2014-10-24,26.305,162.080002,87.980003,47.048
2014-10-27,26.2775,161.869995,88.410004,44.334
2014-10-28,26.684999,163.600006,89.839996,48.554001
2014-10-29,26.834999,163.460007,89.540001,47.619999
2014-10-30,26.745001,164.350006,90.019997,47.731998
2014-10-31,27,164.399994,91.050003,48.34
2014-11-03,27.35,164.360001,90.900002,48.518002
2014-11-04,27.15,162.649994,90.900002,47.785999
2014-11-05,27.215,161.820007,91.720001,46.194
2014-11-06,27.174999,161.460007,92.959999,48.243999
2014-11-07,27.252501,162.070007,92.809998,48.040001
2014-11-10,27.2075,163.490005,93.07,48.386002
2014-11-11,27.424999,163.300003,93,50.216
2014-11-12,27.8125,161.919998,93.230003,49.82
2014-11-13,28.205,162.789993,92.660004,50.34
2014-11-14,28.545,164.160004,93.779999,51.736
2014-11-17,28.497499,164.160004,93.980003,50.796001
2014-11-18,28.8675,161.889999,94.709999,51.540001
2014-11-19,28.6675,161.429993,94.650002,49.548
2014-11-20,29.077499,160.639999,95.080002,49.742001
2014-11-21,29.1175,160.919998,95.900002,48.556
2014-11-24,29.657499,162.149994,96.089996,49.344002
2014-11-25,29.4,161.759995,95.720001,49.618
2014-11-26,29.75,161.949997,95.529999,49.688
2014-11-28,29.7325,162.169998,94.93,48.903999
2014-12-01,28.7675,161.539993,94.309998,46.327999
2014-12-02,28.657499,162.669998,94.980003,46.285999
2014-12-03,28.9825,164.520004,96.800003,45.860001
2014-12-04,28.872499,164.050003,96.169998,45.655998
2014-12-05,28.75,163.270004,96.690002,44.742001
2014-12-08,28.1,161.860001,96.330002,42.872002
2014-12-09,28.530001,162.990005,95.989998,43.377998
2014-12-10,27.987499,160.509995,94.610001,41.967999
2014-12-11,27.905001,161.070007,94.989998,41.776001
2014-12-12,27.432501,155.380005,93.309998,41.400002
2014-12-15,27.057501,153.059998,92.470001,40.807999
2014-12-16,26.6875,151.410004,92.440002,39.562
2014-12-17,27.352501,151.929993,93.209999,41.164001
2014-12-18,28.1625,157.679993,95.440002,43.652
2014-12-19,27.945,158.509995,96.019997,43.858002
2014-12-22,28.235001,161.440002,96.769997,44.52
2014-12-23,28.135,162.240005,97.209999,44.194
2014-12-24,28.002501,161.820007,97.110001,44.452
2014-12-26,28.497499,162.339996,97.029999,45.563999
2014-12-29,28.477501,160.509995,96.309998,45.141998
2014-12-30,28.129999,160.050003,96.07,44.445999
2014-12-31,27.594999,160.440002,94.699997,44.481998
2015-01-02,27.3325,162.059998,94.68,43.862
2015-01-05,26.5625,159.509995,92.339996,42.018002
2015-01-06,26.565001,156.070007,91.07,42.256001
2015-01-07,26.9375,155.050003,92.059998,42.189999
2015-01-08,27.9725,158.419998,94.279999,42.124001
2015-01-09,28.002501,159.110001,93.57,41.332001
2015-01-12,27.3125,156.440002,93.139999,40.442001
2015-01-13,27.555,156.809998,93.029999,40.849998
2015-01-14,27.450001,155.800003,92.839996,38.537998
2015-01-15,26.705,154.570007,92.169998,38.374001
2015-01-16,26.497499,157.139999,93.290001,38.613998
2015-01-20,27.18,156.949997,93.410004,38.386002
2015-01-21,27.387501,152.089996,93.730003,39.313999
2015-01-22,28.1,155.389999,94.599998,40.324001
2015-01-23,28.245001,155.869995,93.559998,40.257999
2015-01-26,28.275,156.360001,93.730003,41.310001
2015-01-27,27.285,153.669998,93.459999,41.195999
2015-01-28,28.827499,151.550003,92.120003,39.874001
2015-01-29,29.725,155.479996,93.75,41.040001
2015-01-30,29.290001,153.309998,93.089996,40.720001
2015-02-02,29.657499,154.660004,94.910004,42.188
2015-02-03,29.6625,158.470001,95.870003,43.672001
2015-02-04,29.889999,156.960007,95.849998,43.709999
2015-02-05,29.985001,157.910004,97.07,44.198002
2015-02-06,29.7325,156.720001,97.089996,43.472
2015-02-09,29.93,155.75,96.82,43.495998
2015-02-10,30.504999,158.559998,97.050003,43.257999
2015-02-11,31.219999,158.199997,96.720001,42.560001
2015-02-12,31.615,158.520004,97.779999,40.576
2015-02-13,31.77,160.399994,98.260002,40.754002
2015-02-17,31.9575,160.960007,98.190002,40.869999
2015-02-18,32.18,162.190002,98.440002,40.891998
2015-02-19,32.112499,163.889999,98.43,42.341999
2015-02-20,32.375,163.649994,99.489998,43.422001
2015-02-23,33.25,162.910004,99.25,41.467999
2015-02-24,33.0425,164.830002,99.480003,40.821999
2015-02-25,32.197498,162.809998,99.760002,40.751999
2015-02-26,32.605,160.869995,99.309998,41.438
2015-02-27,32.115002,161.940002,98.860001,40.667999
2015-03-02,32.272499,160.479996,99.559998,39.466
2015-03-03,32.34,161.029999,99.669998,39.911999
2015-03-04,32.134998,159.419998,98.199997,40.487999
2015-03-05,31.602501,161.179993,99.120003,40.125999
2015-03-06,31.65,158.5,97.769997,38.776001
2015-03-09,31.785,160.770004,98.690002,38.175999
2015-03-10,31.127501,157.809998,96.730003,38.063999
2015-03-11,30.559999,156.800003,96.190002,38.748001
