"HerdNumber","Race","Disease","Huld","Hasetrykning","Andre_trykninger","Halthed","Hud_Haarlag","Hygiejne_yver","Hygiejne_haser","Flugtafstand","Boer","Skede","Goedning","Ketonstof_urin","CMT_min_1_kirtel","Rejseadfaerd","LactationNumber","Calving_month","InseminationNumber","Insemination_month","MilkYield","Change_milkyield","DiseaseCategory"
"3","Danish Holstein","Tyk has","3.5",,,,,,,,"4","0","5","1",,,1,1,0,0,21.2000007629395,-13.3,"Hoof and limb disorders"
"3","Danish Holstein","Tyk has","3.5",,,,,,,,"2","0","6","1",,,1,0,1,1,32.2999992370605,0,"Hoof and limb disorders"
"3","Danish Holstein","Tyk has",,,,,,,,,,,,,,,2,0,1,0,24.1000003814697,24.1,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has",,,,,,,,,,,,,,,4,0,1,0,0,0,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","4",,,,,,,,,,,,,,4,0,1,0,41,-0.8,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.75",,,,,,,,"0","0","5","2",,,5,0,1,0,63,1.5,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,4,0,3,0,69.5999984741211,69.6,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.5",,,,,,,,"4","0","5","6",,,4,1,1,0,0,-21.2,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.75",,,,,,,,,,,,,,3,0,1,0,31.1000003814697,-6.1,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","4",,,,,,,,,,,,,,2,1,1,0,0,0,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.75",,,,,,,,"1","0","5","2",,,2,0,3,1,53.2999992370605,-6.1,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.25",,,,,,,,"4","0","6","1",,,2,0,2,0,45.2999992370605,-1.8,"Hoof and limb disorders"
"1","Danish Holstein","Tyk has","3.75",,,,,,,,"4","0","6","1",,,2,0,1,0,45.5,-7,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,4,0,4,0,28.3999996185303,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.75",,,,,,,,,,,,,,5,0,2,0,22.3999996185303,22.4,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","2.25",,,,,,,,"5","0","6","2",,,5,1,2,0,0,-27.8,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","2.5",,,,,,,,"6","0","5","1",,,5,0,1,0,52.4000015258789,52.4,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","7","1",,,5,0,1,1,39.2000007629395,-5.6,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,5,0,1,0,32.5,6.5,"Hoof and limb disorders"
"2","Danish red and white Cattle","Tyk has","3.25",,,,,,,,"3","0","5","1",,,5,0,1,0,45,45,"Hoof and limb disorders"
"2","Danish red and white Cattle","Tyk has","3.5",,,,,,,,"2","0","5","1",,,4,0,1,0,54.4000015258789,54.4,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,3,0,1,0,37.5999984741211,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.75",,,,,,,,"2","0","7","1",,,4,0,3,0,48.2000007629395,48.2,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.75",,,,,,,,"1","0","5","1",,,5,1,1,0,0,-53.6,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.75",,,,,,,,"1","0","5","1",,,5,1,1,0,0,-53.6,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,5,1,1,0,0,-53.2,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"8","1","6","1",,,4,1,1,0,0,-28.5,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,3,0,1,0,48.2000007629395,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Tyk has",,,,,,,,,,,,,,,2,0,2,0,23.3999996185303,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,2,0,2,0,27.2000007629395,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"2","0","5","1",,,3,1,1,0,0,-28.4,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"1","0","5","1",,,3,0,2,1,46.2000007629395,46.2,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,2,0,2,0,33,-18,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,2,0,2,0,55.4000015258789,55.4,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,2,1,1,0,0,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","0","0","0","0","0","0","0","0",,,,,,"0",3,0,4,0,38.5999984741211,-10.8,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","2.75",,,,,,,,,,,,,,2,0,1,0,21.6000003814697,21.6,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has",,,,,,,,,,,,,,,1,0,2,0,32.2000007629395,0,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.75",,,,,,,,"4","0","6","1",,,2,0,2,1,42.2000007629395,-17,"Hoof and limb disorders"
"2","Danish red and white Cattle","Tyk has","3.75",,,,,,,,"1","0","5","1",,,2,0,1,0,43.7999992370605,43.8,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","3.5",,,,,,,,"1","0","5","1",,,2,0,1,0,51.4000015258789,24,"Hoof and limb disorders"
"2","Danish Holstein","Tyk has","0","0","0","0","0","0","0","0",,,,,,"0",1,0,1,0,35.2000007629395,3.6,"Hoof and limb disorders"
"3","Danish Holstein","Tyk has","2.75",,,,,,,,"6","0","5","1",,,6,1,1,0,0,-45,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.5",,,,,,,,"0","0","5","1",,,4,0,1,0,31.3999996185303,1,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.5",,,,,,,,"0","0","5","1",,,6,1,1,0,0,-20.3,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.75",,,,,,,,"3","0","5","1",,,3,0,1,1,52.2000007629395,52.2,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.75",,,,,,,,,,,,,,3,0,2,0,57.2000007629395,21.5,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.5",,,,,,,,"2","0","5","1",,,2,1,6,0,14.3000001907349,14.3,"Hoof and limb disorders"
"3","Danish Holstein","Tyk has","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,35,-10.5,"Hoof and limb disorders"
"3","Danish red and white Cattle","Tyk has","3.5",,,,,,,,"4","0","5","1",,,1,1,1,0,27.2000007629395,0,"Hoof and limb disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,5,0,2,0,70.9000015258789,-4.2,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","5","1",,,5,0,1,0,50.7999992370605,-13.5,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"7","0","8","1",,,4,0,3,0,41.2999992370605,-2,"Reproduction disorders"
"1","Danish Holstein","Cyster","4",,,,,,,,"0","0","5","1","3411",,4,0,3,0,42.7000007629395,-6.6,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","6","1",,,2,0,2,0,54,-2.7,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","5","1",,,4,0,1,0,59.4000015258789,-3.1,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,2,0,1,0,51.4000015258789,-7.8,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"2","0","5","1",,,3,0,7,0,56.7000007629395,-2.6,"Reproduction disorders"
"1","Danish Holstein","Cyster","4.25",,,,,,,,"1","0","5","1",,,2,0,4,1,35.2999992370605,-9.6,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","5","1",,,2,0,9,0,37.5999984741211,-3.1,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.25",,,,,,,,"2","0","5","3",,,2,0,4,0,39.5999984741211,-0.7,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"1","0","5","1",,,2,0,2,1,44.5999984741211,-0.1,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.25",,,,,,,,"2","0","5","1",,,2,0,2,1,53.2999992370605,-0.8,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","5","1",,,2,0,5,1,44.4000015258789,-6.2,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,2,0,4,1,46.2000007629395,-5.2,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","5","1",,,2,0,1,0,56.5999984741211,-4.1,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,36.9000015258789,1.5,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"2","3","6","1",,,1,0,1,0,42,15.9,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,47.0999984741211,-0.4,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,42.7000007629395,17.5,"Reproduction disorders"
"1","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","5","1",,,1,0,4,0,44.4000015258789,12.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","6","1",,,6,0,3,0,72.1999969482422,72.2,"Reproduction disorders"
"2","Danish Holstein","Cyster","4.25",,,,,,,,"1","0","5","6",,,5,0,5,0,40.4000015258789,21,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,3,0,5,0,42.2000007629395,1.4,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","6","1",,,3,0,2,0,60.7999992370605,24.5,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","5","1",,,5,0,1,0,55.5999984741211,-4.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,3,0,1,0,49.4000015258789,-7.4,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,2,0,4,0,70.8000030517578,33.6,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.25",,,,,,,,"2","0","7","1",,,3,0,2,0,41.7999992370605,-16.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"2","0","5","1",,,3,0,1,0,52.7999992370605,4.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,3,0,5,0,58.7999992370605,-0.4,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"1","0","5","1",,,2,0,5,0,46,46,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.5",,,,,,,,"5","0","4","1",,,3,0,2,0,52,-2.4,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"3","0","5","1",,,2,0,1,1,51.4000015258789,-1.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","4",,,,,,,,"1","0","5","1",,,2,0,1,0,51,18.1,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,31.2000007629395,1.2,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.25",,,,,,,,"1","0","5","1",,,3,0,1,0,43,8.8,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"0","0","5","1",,,2,0,3,0,46,-8.6,"Reproduction disorders"
"2","Danish Holstein","Cyster","4",,,,,,,,"3","0","5","1",,,2,0,2,0,49.7999992370605,49.8,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.75",,,,,,,,"0","1","5","1",,,1,0,1,0,29.6000003814697,3,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"5","6","5","1",,,1,0,2,0,36.2000007629395,-9.8,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.5",,,,,,,,"0","0","6","1",,,1,0,1,0,31.7999992370605,0,"Reproduction disorders"
"2","Danish red and white Cattle","Cyster","3.5",,,,,,,,"4","0","5","1",,,2,0,1,0,38.4000015258789,9.9,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,40,0,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,31.2000007629395,0,"Reproduction disorders"
"2","Danish Holstein","Cyster","0","0","0","0","0","0","0","0",,,,,,"0",1,0,4,0,28.3999996185303,-1,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,34.5999984741211,-5,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,30,-4,"Reproduction disorders"
"2","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,38,12.8,"Reproduction disorders"
"3","Red Danish Dairy Breed","Cyster",,,,,,,,,,,,,,,2,0,6,0,40.2999992370605,-6.9,"Reproduction disorders"
"3","Danish Holstein","Cyster","3.5",,,,,,,,"0","0","4","2",,,4,0,3,0,56.7000007629395,56.7,"Reproduction disorders"
"3","Danish Jersey","Cyster","3.75",,,,,,,,"9","0","5","1",,,3,0,1,0,47.5999984741211,3.6,"Reproduction disorders"
"3","Danish red and white Cattle","Cyster","3.75",,,,,,,,"4","0","5","1",,,3,0,2,1,57.2000007629395,15,"Reproduction disorders"
"3","Danish Holstein","Cyster","3.5",,,,,,,,"2","5","5","1",,,3,0,2,0,51.5,3.7,"Reproduction disorders"
"3","Danish red and white Cattle","Cyster","4",,,,,,,,"0","0","5","1",,,3,0,1,0,59.7999992370605,23.7,"Reproduction disorders"
"3","Danish Holstein","Cyster","3.25",,,,,,,,"0","0","5","1",,,3,0,2,0,40.9000015258789,-20.1,"Reproduction disorders"
"3","Danish Holstein","Cyster",,,,,,,,,,,,,,,1,0,2,0,30.2999992370605,-4.5,"Reproduction disorders"
"3","Danish Holstein","Cyster","0","0","0","0","0","0","0","0",,,,,,"0",1,0,3,0,36.0999984741211,0.9,"Reproduction disorders"
"3","Danish Holstein","Cyster","3.5",,,,,,,,"1","0","5","1",,,1,0,3,0,36,0.8,"Reproduction disorders"
"3","Danish Holstein","Cyster","3.25",,,,,,,,"2","3","6","1",,,1,0,1,0,37.9000015258789,-5.3,"Reproduction disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,6,0,6,0,60,4.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"2","0","5","1",,,7,0,2,0,58.5999984741211,58.6,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,5,0,2,0,32.4000015258789,-8.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"2","0","5","1",,,5,0,2,0,67.5,-2.1,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","4.25",,,,,,,,,,,,,,5,0,1,0,42.5,-9.3,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","1",,,6,0,5,0,58,2.6,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,4,0,1,1,69.1999969482422,17.5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3",,,,,,,,"0","0","5",,,,4,0,2,0,56.0999984741211,-5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3",,,,,,,,,,,,,,5,0,2,0,27.3999996185303,-6.5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,4,0,1,0,47.2999992370605,3.2,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,3,0,2,0,22.5,-8.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,3,0,1,0,24,-5.9,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,3,0,1,0,40.2999992370605,-7.2,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,3,0,2,0,42.5999984741211,-1.8,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"0","0","5","1",,,4,0,2,0,57.0999984741211,-0.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,3,0,2,0,24.3999996185303,-13.5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,4,0,1,0,31.2999992370605,-6.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,2,0,2,0,54.2999992370605,8.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,2,0,3,0,34.2999992370605,-2.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,2,0,1,0,23,23,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,2,0,7,0,0,-13.5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,2,0,1,0,36.7000007629395,-1.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","4",,,,,,,,"0","0","5","1",,,4,0,3,0,49.7000007629395,-1.1,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,2,0,2,0,27.5,-4.6,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,2,0,3,0,34.7999992370605,-4.6,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"1","0","5","1",,,4,0,1,0,58.7000007629395,7.3,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,3,0,1,0,31.6000003814697,-4.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,2,0,2,0,28.2999992370605,-3.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,1,0,2,0,44.7999992370605,3.4,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,2,0,2,0,26.5,-4.8,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"1","0","5","1",,,3,0,1,0,49.5999984741211,-8.2,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","4",,,,,,,,,,,,,,1,0,4,0,39.5,-5.9,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","4",,,,,,,,,,,,,,1,0,1,0,38.5,-1.3,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,2,0,1,0,30.8999996185303,-3.5,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,1,0,1,0,35.9000015258789,-2,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,1,0,1,0,20.6000003814697,-2.1,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"1","1","5","1",,,2,0,2,0,41.2999992370605,-3.3,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","1",,,1,1,3,0,0,0,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,1,0,3,0,33.0999984741211,0.7,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,,,,,,,1,0,2,0,25.8999996185303,-1.8,"Hoof and limb disorders"
"1","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,1,0,1,1,37.7000007629395,1.9,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,4,0,2,0,28.8999996185303,28.9,"Hoof and limb disorders"
"2","Danish red and white Cattle","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","1",,,5,1,1,0,0,-42.8,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,4,0,5,0,15.8999996185303,-9.8,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,3,0,3,0,48.2000007629395,-7.6,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","4",,,,,,,,"3","0","6","1",,,5,0,1,1,51.5999984741211,9.4,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"1","0","7","1",,,5,0,4,0,42.5999984741211,-14.4,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"0","0","5","1",,,5,0,4,0,46.5,-13.5,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","1",,,3,1,2,0,0,-63.8,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,4,0,3,0,26.5,5.3,"Hoof and limb disorders"
"2","Danish red and white Cattle","Hul vaeg/loes hvid linje","3.5",,,,,,,,"2","0","5","1",,,3,0,2,0,33,6.7,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.25",,,,,,,,"0","0","5","1",,,3,0,4,0,48.2000007629395,9.6,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,3,0,1,0,51.7999992370605,7.4,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,2,0,1,0,32.5999984741211,1.6,"Hoof and limb disorders"
"2","Danish red and white Cattle","Hul vaeg/loes hvid linje",,,,,,,,,,,,,,,1,0,6,0,39.2000007629395,2,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"5","0","5","1",,,3,0,1,1,51.2000007629395,6.8,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3",,,,,,,,"5","0","5","1",,,3,0,4,1,56.2000007629395,5.8,"Hoof and limb disorders"
"2","Danish red and white Cattle","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,15.6999998092651,0,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","5",,,3,1,4,0,0,0,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"2","0","5","1",,,2,1,1,0,0,-40.6,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"0","0","5","1",,,1,0,1,1,13.8000001907349,0,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,1,0,3,0,35.4000015258789,0,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","6","1",,,1,0,1,0,36.2999992370605,4.9,"Hoof and limb disorders"
"2","Danish Holstein","Hul vaeg/loes hvid linje","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,30.3999996185303,0,"Hoof and limb disorders"
"3","Danish Holstein","Hul vaeg/loes hvid linje","2.75",,,,,,,,"3","0","5","1",,,6,0,1,0,49.7000007629395,13,"Hoof and limb disorders"
"3","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,,,,,,,5,0,4,0,30.2000007629395,-7.7,"Hoof and limb disorders"
"3","Danish red and white Cattle","Hul vaeg/loes hvid linje","3.75",,,,,,,,"0","0","5","1",,,6,0,4,1,39.4000015258789,-7.6,"Hoof and limb disorders"
"3","Danish red and white Cattle","Hul vaeg/loes hvid linje","3",,,,,,,,"2","0","5","1",,,6,0,1,1,44.0999984741211,2.5,"Hoof and limb disorders"
"3","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"1","0","5","1",,,4,1,4,0,0,0,"Hoof and limb disorders"
"3","Danish Holstein","Hul vaeg/loes hvid linje","3.5",,,,,,,,"1","0","5","1",,,3,0,2,0,40.5,-17.3,"Hoof and limb disorders"
"3","Danish red and white Cattle","Hul vaeg/loes hvid linje","3.5",,,,,,,,"9","0","5","1",,,2,0,1,0,33.5999984741211,-1.2,"Hoof and limb disorders"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"3","0","5","1",,,6,0,1,0,51.5999984741211,51.6,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,6,0,2,0,55.4000015258789,55.4,"Healthy"
"2","Danish Holstein","Forundersoegelse",,,,,,,,,,,,,,,4,0,5,0,52.5999984741211,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.25",,,,,,,,"0","0","5","1",,,5,0,2,0,53.4000015258789,53.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,5,0,3,0,61,61,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"3","0","5","1",,,6,0,1,1,51.5999984741211,10,"Healthy"
"2","Danish Holstein","Forundersoegelse",,,,,,,,,,,,,,,4,0,1,0,48,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","4",,,,,,,,"0","0","7","1",,,6,0,3,0,54.2000007629395,54.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","0","0","0","0","0","0","0","0",,,,,,,4,0,1,0,45.5999984741211,-0.6,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,4,0,2,0,71,71,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"1","0","5","1",,,5,0,2,0,53.2000007629395,53.2,"Healthy"
"2","Danish Holstein","Forundersoegelse",,,,,,,,,,,,,,,3,0,1,0,46.5999984741211,0,"Healthy"
