"HerdNumber","Race","Disease","Huld","Hasetrykning","Andre_trykninger","Halthed","Hud_Haarlag","Hygiejne_yver","Hygiejne_haser","Flugtafstand","Boer","Skede","Goedning","Ketonstof_urin","CMT_min_1_kirtel","Rejseadfaerd","LactationNumber","Calving_month","InseminationNumber","Insemination_month","MilkYield","Change_milkyield","DiseaseCategory"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,29.2999992370605,-4.4,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning",,,,,,,,,,,,,,,1,0,2,0,23.8999996185303,23.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,3,0,40.5,40.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,31.3999996185303,-1.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3",,,,,,,,,,,,,,2,0,2,0,39.4000015258789,39.4,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,29.5,0,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,33.5,-3.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,32.2999992370605,-4.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,33.7000007629395,-8.9,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning","4",,,,,,,,,,,,,,3,0,4,0,7.40000009536743,-3.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,35,1.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,25,-3.8,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,3,0,3,0,20.7000007629395,-5.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,31.1000003814697,0.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,4,0,21.7000007629395,-13.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,5,0,28.1000003814697,-7.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,3,0,30.7000007629395,-3.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,32.9000015258789,-4.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,31,31,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","0","0","0","0","0","0","0","0",,,,,,"0",2,0,3,0,22.6000003814697,-0.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,2,0,26.7999992370605,-2.4,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,27.8999996185303,-0.3,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","4.25",,,,,,,,,,,,,,3,0,5,0,15.8000001907349,0.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,29.8999996185303,-9.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,35.9000015258789,-2.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,7,0,29.3999996185303,-3.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,3,0,1,0,33.4000015258789,1.6,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,19,-11.9,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","4",,,,,,,,,,,,,,3,0,3,0,0,-34.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,35.7000007629395,6.3,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.5",,,,,,,,,,,,,,3,0,4,0,36.5999984741211,1.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,3,0,33.7999992370605,4.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,33.4000015258789,-1.1,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,25.6000003814697,-13,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,34.2999992370605,-1.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,32,32,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,3,0,2,0,20.2000007629395,20.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,29.8999996185303,-6.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,23.2999992370605,-4.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,26.3999996185303,26.4,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,3,0,5,0,28,28,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,3,0,1,0,37.7999992370605,-1.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,29.7000007629395,29.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,42.2999992370605,4.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,2,0,21.8999996185303,21.9,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,32.2000007629395,-2.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,3,0,19.7999992370605,-4.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,3,0,1,0,34.5999984741211,-4.8,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4.5",,,,,,,,,,,,,,2,0,2,0,0,-9.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,36.2999992370605,7.6,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,2,0,4,0,32.0999984741211,32.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,13.8000001907349,-29,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,0,-27.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,23.1000003814697,-5.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,33.5,33.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,2,0,0,-29.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,30.7000007629395,30.7,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,1,0,6,0,12.3000001907349,-13.8,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,25.5,-11.1,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,34.2999992370605,2.5,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,3,0,1,0,17.8999996185303,-5.1,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,34,2.4,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,0,-41.5,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,33.7000007629395,-1.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,36.2000007629395,-7.3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,2,0,38.7999992370605,-10.3,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,25.5,-2.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,37.2999992370605,-2.6,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,24.1000003814697,-6.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,7,0,18.6000003814697,-22.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,5,0,26.2999992370605,-11.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,21,21,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,1,0,18.1000003814697,18.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,0,0,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,0,0,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,0,0,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,0,-28.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,24.2000007629395,-1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,3,0,28,-3.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,34.0999984741211,-3.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,30.2000007629395,30.2,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning","4",,,,,,,,,,,,,,3,0,1,0,0,0,"Udder disorders"
"3","Red Danish Dairy Breed","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,25.3999996185303,-1.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,2,0,5,0,31.1000003814697,-5.1,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,1,0,1,0,30.2000007629395,-1.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,3,0,1,0,39.5999984741211,39.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,3,0,1,0,43.4000015258789,-5.8,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,2,0,1,0,19,-26.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,28.3999996185303,-0.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,2,0,34.2000007629395,1.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3",,,,,,,,,,,,,,1,0,1,0,35.2000007629395,1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,1,0,35,-4.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,28.8999996185303,1.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,26.2000007629395,-6.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,3,0,1,0,33.2999992370605,-6.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,4,0,25.2000007629395,-10.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,36.2999992370605,-3.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,30.7000007629395,-1.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,4,0,20.1000003814697,-11.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,34.9000015258789,34.9,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,30.7999992370605,30.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,33.9000015258789,-7.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,3,0,22.7000007629395,-15.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,23,-4.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,27.7000007629395,-0.3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,3,0,1,0,32,-13.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,30.6000003814697,-3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,23.5,-10.1,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,3,0,32.4000015258789,-8.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,24.2999992370605,-4.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4.25",,,,,,,,,,,,,,2,0,1,0,19.2999992370605,-3.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,23.3999996185303,-4.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,6,0,16,16,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,3,0,19.5,-16.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,34,0.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,4,0,36.5999984741211,-3.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,34.2999992370605,-4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,22.6000003814697,-16,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,29.3999996185303,1.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,2,0,33.2000007629395,-3.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,34.9000015258789,0.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,36,-6.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,7,0,28,-8.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,3,0,28,-5.4,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,42,-5.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,35.5999984741211,-1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,36.5,36.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,1,0,27.7000007629395,-15.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,1,0,38.0999984741211,38.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,38.5999984741211,38.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,25.7000007629395,-2.6,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4.25",,,,,,,,,,,,,,1,0,2,0,20.2999992370605,-3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4.25",,,,,,,,,,,,,,2,0,1,0,10.1999998092651,-6.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,44.7999992370605,4.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3",,,,,,,,,,,,,,1,0,1,0,38.7000007629395,38.7,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4.25",,,,,,,,,,,,,,1,0,1,0,28,-3.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,26.1000003814697,2.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,1,0,29.5,-13.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,37,0.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,3,0,24.2000007629395,-5.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,30.7000007629395,1.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,17.1000003814697,-13.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,1,0,3,0,0,-33.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,28.2000007629395,1.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,30.7000007629395,-4.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,5,0,24.7000007629395,-1.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,27.7999992370605,-1.6,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","4",,,,,,,,,,,,,,2,0,1,0,28.3999996185303,2.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,28.2999992370605,-0.5,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,33.0999984741211,-19,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,5,0,27.8999996185303,-8.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,37.7000007629395,1.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,2,0,38.2000007629395,-2.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,2,0,2,0,21.8999996185303,21.9,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,20.7000007629395,-22.3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,4,0,41.7999992370605,-1.3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,0,-35.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,28.7999992370605,1.7,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,29.7000007629395,29.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,33.0999984741211,-2.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,1,0,42.9000015258789,-3.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,21.2000007629395,21.2,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,3,0,20.2999992370605,-10.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,29.7000007629395,29.7,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,35,2.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,2,0,2,0,49.4000015258789,-1.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,3,0,25.3999996185303,25.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,29.2000007629395,-3.2,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,22,22,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.25",,,,,,,,,,,,,,2,0,1,0,39,-1.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,38.5999984741211,0.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,28.2000007629395,-8.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,5.30000019073486,-36.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,1,0,30.1000003814697,1.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,26.7999992370605,-2.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,3,0,31.7999992370605,-1.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,2,0,2,0,35.5,-8.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,23.6000003814697,-10.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,1,0,26.3999996185303,-2.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","2.5",,,,,,,,,,,,,,2,0,1,0,22.7000007629395,-6.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,32.0999984741211,-1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,31.8999996185303,7.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,34,-4.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,27.3999996185303,-5.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,29.5,-5.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","4",,,,,,,,,,,,,,1,0,2,0,21.7999992370605,-11.8,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,3,0,32.9000015258789,1.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,35.9000015258789,1.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,24.2999992370605,-3.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,22.8999996185303,-5.1,"Udder disorders"
"3","Danish Jersey","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,23.6000003814697,-0.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,5,0,23.8999996185303,-9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,2,0,32.2999992370605,10.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,26.1000003814697,-8.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,5,0,29.6000003814697,-4.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,35.0999984741211,35.1,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,18.7000007629395,-11.5,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,1,0,39.9000015258789,-1.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,34.2000007629395,-2.7,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.75",,,,,,,,,,,,,,1,0,4,0,30.8999996185303,-6.9,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,2,0,31.3999996185303,2.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,28.6000003814697,-5.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,34.4000015258789,34.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,34.2000007629395,-4.3,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,41,4.4,"Udder disorders"
"3","Danish red and white Cattle","Intern pattelukning","4",,,,,,,,,,,,,,1,0,2,0,28.2999992370605,-0.6,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,24.2999992370605,24.3,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,39.0999984741211,2.8,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3",,,,,,,,,,,,,,1,0,1,0,12.1999998092651,-20.4,"Udder disorders"
"3","Danish Holstein","Intern pattelukning","3.5",,,,,,,,,,,,,,1,0,1,0,36,-5.4,"Udder disorders"
"3","Danish Holstein","CNS","3.25",,,,,,,,,,,,,,3,0,2,0,39.4000015258789,-6.5,"Udder disorders"
